timestamp;pv1;load1;wind
2023-01-03 20:00:00;0.0000;0.4960;0.0000
2023-01-03 20:15:00;0.0000;0.4450;0.0000
2023-01-03 20:30:00;0.0000;0.3940;0.6745
2023-01-03 20:45:00;0.0000;0.3430;0.3816
2023-01-03 21:00:00;0.0000;0.2920;0.6005
2023-01-03 21:15:00;0.0000;0.3010;0.2708
2023-01-03 21:30:00;0.0000;0.3100;0.0000
2023-01-03 21:45:00;0.0000;0.3190;0.6990
2023-01-03 22:00:00;0.0000;0.3280;0.0000
2023-01-03 22:15:00;0.0000;0.3150;0.0000
2023-01-03 22:30:00;0.0000;0.3020;0.0000
2023-01-03 22:45:00;0.0000;0.2890;0.0000
2023-01-03 23:00:00;0.0000;0.2760;0.0000
2023-01-03 23:15:00;0.0000;0.3040;1.0850
2023-01-03 23:30:00;0.0000;0.3320;0.0011
2023-01-03 23:45:00;0.0000;0.3600;1.0841
2023-01-04 00:00:00;0.0000;0.3880;0.5812
2023-01-04 00:15:00;0.0000;0.3520;0.0000
2023-01-04 00:30:00;0.0000;0.3160;0.5407
2023-01-04 00:45:00;0.0000;0.2800;0.3326
2023-01-04 01:00:00;0.0000;0.2440;0.5575
2023-01-04 01:15:00;0.0000;0.2530;0.1528
2023-01-04 01:30:00;0.0000;0.2620;0.7664
2023-01-04 01:45:00;0.0000;0.2710;0.4467
2023-01-04 02:00:00;0.0000;0.2800;0.7308
2023-01-04 02:15:00;0.0000;0.2630;0.1977
2023-01-04 02:30:00;0.0000;0.2460;0.2693
2023-01-04 02:45:00;0.0000;0.2290;0.0000
2023-01-04 03:00:00;0.0000;0.2120;0.8675
2023-01-04 03:15:00;0.0000;0.2240;0.5677
2023-01-04 03:30:00;0.0000;0.2360;0.8225
2023-01-04 03:45:00;0.0000;0.2480;0.6282
2023-01-04 04:00:00;0.0000;0.2600;0.4429
2023-01-04 04:15:00;0.0000;0.2470;0.0704
2023-01-04 04:30:00;0.0000;0.2340;0.0564
2023-01-04 04:45:00;0.0000;0.2210;0.0000
2023-01-04 05:00:00;0.0000;0.2080;0.0000
2023-01-04 05:15:00;0.0000;0.2900;0.7659
2023-01-04 05:30:00;0.0000;0.3720;0.5877
2023-01-04 05:45:00;0.0000;0.4540;0.0000
2023-01-04 06:00:00;0.0000;0.5360;0.2422
2023-01-04 06:15:00;0.0000;0.9130;0.7050
2023-01-04 06:30:00;0.0000;1.2900;0.0000
2023-01-04 06:45:00;0.0000;1.6670;1.4971
2023-01-04 07:00:00;0.0000;2.0440;1.3527
2023-01-04 07:15:00;0.0006;1.6340;0.3828
2023-01-04 07:30:00;0.0039;1.2240;0.1390
2023-01-04 07:45:00;0.0103;0.8140;0.1145
2023-01-04 08:00:00;0.0260;0.4040;0.3794
2023-01-04 08:15:00;0.0343;0.3710;0.5297
2023-01-04 08:30:00;0.0502;0.3380;0.2481
2023-01-04 08:45:00;0.0894;0.3050;0.0000
2023-01-04 09:00:00;0.1181;0.2720;0.2145
2023-01-04 09:15:00;0.0981;0.2680;0.0000
2023-01-04 09:30:00;0.1029;0.2640;0.6319
2023-01-04 09:45:00;0.1136;0.2600;0.4002
2023-01-04 10:00:00;0.0916;0.2560;0.0000
2023-01-04 10:15:00;0.0973;0.3020;0.0975
2023-01-04 10:30:00;0.1574;0.3480;0.2522
2023-01-04 10:45:00;0.1386;0.3940;0.0000
2023-01-04 11:00:00;0.1445;0.4400;0.0000
2023-01-04 11:15:00;0.1438;0.4770;0.5816
2023-01-04 11:30:00;0.1402;0.5140;0.6665
2023-01-04 11:45:00;0.0980;0.5510;0.6463
2023-01-04 12:00:00;0.0767;0.5880;0.0696
2023-01-04 12:15:00;0.0574;0.4960;0.1831
2023-01-04 12:30:00;0.0605;0.4040;0.3854
2023-01-04 12:45:00;0.0815;0.3120;0.0000
2023-01-04 13:00:00;0.0942;0.2200;0.4251
2023-01-04 13:15:00;0.0865;0.2820;0.1898
2023-01-04 13:30:00;0.0895;0.3440;0.1858
2023-01-04 13:45:00;0.1031;0.4060;0.2398
2023-01-04 14:00:00;0.0798;0.4680;0.6460
2023-01-04 14:15:00;0.0619;0.6240;0.0900
2023-01-04 14:30:00;0.0662;0.7800;0.0000
2023-01-04 14:45:00;0.0657;0.9360;0.0000
2023-01-04 15:00:00;0.0450;1.0920;0.0853
2023-01-04 15:15:00;0.0217;1.7720;0.0643
2023-01-04 15:30:00;0.0097;2.4520;0.1228
2023-01-04 15:45:00;0.0043;3.1320;0.2407
2023-01-04 16:00:00;0.0022;3.8120;1.3618
2023-01-04 16:15:00;0.0000;3.2010;0.4423
2023-01-04 16:30:00;0.0000;2.5900;0.7632
2023-01-04 16:45:00;0.0000;1.9790;0.0000
2023-01-04 17:00:00;0.0000;1.3680;0.4872
2023-01-04 17:15:00;0.0000;1.3690;0.6034
2023-01-04 17:30:00;0.0000;1.3700;0.0000
2023-01-04 17:45:00;0.0000;1.3710;0.3908
2023-01-04 18:00:00;0.0000;1.3720;0.0000
2023-01-04 18:15:00;0.0000;1.1750;0.2074
2023-01-04 18:30:00;0.0000;0.9780;0.0000
2023-01-04 18:45:00;0.0000;0.7810;0.0759
2023-01-04 19:00:00;0.0000;0.5840;0.4967
2023-01-04 19:15:00;0.0000;0.5440;1.0639
2023-01-04 19:30:00;0.0000;0.5040;0.6617
2023-01-04 19:45:00;0.0000;0.4640;1.2792
2023-01-04 20:00:00;0.0000;0.4240;0.5686
2023-01-04 20:15:00;0.0000;0.3910;0.0000
2023-01-04 20:30:00;0.0000;0.3580;0.0000
2023-01-04 20:45:00;0.0000;0.3250;0.0000
2023-01-04 21:00:00;0.0000;0.2920;0.0071
2023-01-04 21:15:00;0.0000;0.2930;0.5565
2023-01-04 21:30:00;0.0000;0.2940;0.0000
2023-01-04 21:45:00;0.0000;0.2950;0.0000
2023-01-04 22:00:00;0.0000;0.2960;0.6329
2023-01-04 22:15:00;0.0000;0.2890;0.6405
2023-01-04 22:30:00;0.0000;0.2820;0.5023
2023-01-04 22:45:00;0.0000;0.2750;0.4442
2023-01-04 23:00:00;0.0000;0.2680;0.0293
2023-01-04 23:15:00;0.0000;0.2510;0.4978
2023-01-04 23:30:00;0.0000;0.2340;0.2281
2023-01-04 23:45:00;0.0000;0.2170;0.0000
2023-01-05 00:00:00;0.0000;0.2000;0.5236
2023-01-05 00:15:00;0.0000;0.2110;0.0000
2023-01-05 00:30:00;0.0000;0.2220;0.3291
2023-01-05 00:45:00;0.0000;0.2330;0.2132
2023-01-05 01:00:00;0.0000;0.2440;0.6237
2023-01-05 01:15:00;0.0000;0.2360;0.5978
2023-01-05 01:30:00;0.0000;0.2280;0.0000
2023-01-05 01:45:00;0.0000;0.2200;0.0000
2023-01-05 02:00:00;0.0000;0.2120;0.1789
2023-01-05 02:15:00;0.0000;0.2170;0.0000
2023-01-05 02:30:00;0.0000;0.2220;1.0397
2023-01-05 02:45:00;0.0000;0.2270;0.3527
2023-01-05 03:00:00;0.0000;0.2320;0.1869
2023-01-05 03:15:00;0.0000;0.2710;0.7869
2023-01-05 03:30:00;0.0000;0.3100;1.3536
2023-01-05 03:45:00;0.0000;0.3490;0.4318
2023-01-05 04:00:00;0.0000;0.3880;0.3165
2023-01-05 04:15:00;0.0000;0.3670;1.0572
2023-01-05 04:30:00;0.0000;0.3460;0.6788
2023-01-05 04:45:00;0.0000;0.3250;1.2948
2023-01-05 05:00:00;0.0000;0.3040;1.5191
2023-01-05 05:15:00;0.0000;0.3660;0.3854
2023-01-05 05:30:00;0.0000;0.4280;0.1622
2023-01-05 05:45:00;0.0000;0.4900;0.4180
2023-01-05 06:00:00;0.0000;0.5520;0.6015
2023-01-05 06:15:00;0.0000;0.5580;0.8576
2023-01-05 06:30:00;0.0000;0.5640;0.1185
2023-01-05 06:45:00;0.0000;0.5700;0.4746
2023-01-05 07:00:00;0.0000;0.5760;0.8091
2023-01-05 07:15:00;0.0002;0.4890;0.0000
2023-01-05 07:30:00;0.0021;0.4020;0.9046
2023-01-05 07:45:00;0.0071;0.3150;0.2053
2023-01-05 08:00:00;0.0125;0.2280;1.0142
2023-01-05 08:15:00;0.0183;0.2410;0.0000
2023-01-05 08:30:00;0.0196;0.2540;0.4238
2023-01-05 08:45:00;0.0244;0.2670;0.8442
2023-01-05 09:00:00;0.0205;0.2800;0.4164
2023-01-05 09:15:00;0.0313;0.2960;0.4044
2023-01-05 09:30:00;0.0380;0.3120;0.0000
2023-01-05 09:45:00;0.0398;0.3280;0.0833
2023-01-05 10:00:00;0.0268;0.3440;0.1336
2023-01-05 10:15:00;0.0456;0.3560;0.8116
2023-01-05 10:30:00;0.0365;0.3680;0.1237
2023-01-05 10:45:00;0.0194;0.3800;1.0275
2023-01-05 11:00:00;0.0104;0.3920;0.7352
2023-01-05 11:15:00;0.0127;0.4890;0.8461
2023-01-05 11:30:00;0.0141;0.5860;0.0283
2023-01-05 11:45:00;0.0161;0.6830;0.2969
2023-01-05 12:00:00;0.0329;0.7800;0.2300
2023-01-05 12:15:00;0.0452;0.6360;0.7916
2023-01-05 12:30:00;0.0298;0.4920;0.0000
2023-01-05 12:45:00;0.0258;0.3480;0.3058
2023-01-05 13:00:00;0.0230;0.2040;0.6936
2023-01-05 13:15:00;0.0326;0.3180;0.5001
2023-01-05 13:30:00;0.0392;0.4320;0.2073
2023-01-05 13:45:00;0.0243;0.5460;0.0000
2023-01-05 14:00:00;0.0215;0.6600;0.2786
2023-01-05 14:15:00;0.0202;0.7430;0.5341
2023-01-05 14:30:00;0.0241;0.8260;0.4929
2023-01-05 14:45:00;0.0103;0.9090;0.0000
2023-01-05 15:00:00;0.0081;0.9920;0.8764
2023-01-05 15:15:00;0.0058;0.9540;0.3034
2023-01-05 15:30:00;0.0031;0.9160;0.3255
2023-01-05 15:45:00;0.0012;0.8780;0.6166
2023-01-05 16:00:00;0.0002;0.8400;1.5177
2023-01-05 16:15:00;0.0000;0.8540;0.6393
2023-01-05 16:30:00;0.0000;0.8680;1.0720
2023-01-05 16:45:00;0.0000;0.8820;0.0000
2023-01-05 17:00:00;0.0000;0.8960;0.1644
2023-01-05 17:15:00;0.0000;0.7720;0.5303
2023-01-05 17:30:00;0.0000;0.6480;0.6151
2023-01-05 17:45:00;0.0000;0.5240;0.4129
2023-01-05 18:00:00;0.0000;0.4000;0.9814
2023-01-05 18:15:00;0.0000;0.3830;0.2790
2023-01-05 18:30:00;0.0000;0.3660;0.8253
2023-01-05 18:45:00;0.0000;0.3490;0.0000
2023-01-05 19:00:00;0.0000;0.3320;0.0000
2023-01-05 19:15:00;0.0000;0.3220;1.0729
2023-01-05 19:30:00;0.0000;0.3120;0.0059
2023-01-05 19:45:00;0.0000;0.3020;0.4431
2023-01-05 20:00:00;0.0000;0.2920;0.5362
2023-01-05 20:15:00;0.0000;0.3040;0.0000
2023-01-05 20:30:00;0.0000;0.3160;0.0847
2023-01-05 20:45:00;0.0000;0.3280;0.0997
2023-01-05 21:00:00;0.0000;0.3400;0.4921
2023-01-05 21:15:00;0.0000;0.3270;0.6819
2023-01-05 21:30:00;0.0000;0.3140;0.1070
2023-01-05 21:45:00;0.0000;0.3010;0.4167
2023-01-05 22:00:00;0.0000;0.2880;0.6814
2023-01-05 22:15:00;0.0000;0.3090;0.1182
2023-01-05 22:30:00;0.0000;0.3300;0.8880
2023-01-05 22:45:00;0.0000;0.3510;0.3263
2023-01-05 23:00:00;0.0000;0.3720;0.0000
2023-01-05 23:15:00;0.0000;0.3390;0.7817
2023-01-05 23:30:00;0.0000;0.3060;0.2140
2023-01-05 23:45:00;0.0000;0.2730;0.0771
2023-01-06 00:00:00;0.0000;0.2400;0.6541
2023-01-06 00:15:00;0.0000;0.2450;0.2810
2023-01-06 00:30:00;0.0000;0.2500;0.0000
2023-01-06 00:45:00;0.0000;0.2550;0.0000
2023-01-06 01:00:00;0.0000;0.2600;0.5212
2023-01-06 01:15:00;0.0000;0.2480;1.2399
2023-01-06 01:30:00;0.0000;0.2360;0.0000
2023-01-06 01:45:00;0.0000;0.2240;0.0000
2023-01-06 02:00:00;0.0000;0.2120;0.0000
2023-01-06 02:15:00;0.0000;0.2140;0.0319
2023-01-06 02:30:00;0.0000;0.2160;0.5794
2023-01-06 02:45:00;0.0000;0.2180;0.0000
2023-01-06 03:00:00;0.0000;0.2200;0.9507
2023-01-06 03:15:00;0.0000;0.2210;0.4567
2023-01-06 03:30:00;0.0000;0.2220;0.0000
2023-01-06 03:45:00;0.0000;0.2230;0.3788
2023-01-06 04:00:00;0.0000;0.2240;0.6727
