p_pv;p_vue;p_ue;p_ut;p_ut_tot;t_ext
0;0.351903226;0;4.1855;167.42;-0.73
0;0.46116129;0;4.18325;167.33;-1.26
0;0.307387097;0;4.18325;167.33;-1.34
0;0.235806452;0;0;0;-0.92
0;0.169516129;0;0;0;-0.42
0;0.137225806;0;0;0;-0.19
0;0.119677419;0;0;0;-0.19
0;0.121225806;0;0;0;0
0;0.141129032;0;0;0;0.22
0;0.141354839;0;4.46875;178.75;0.31
0;0.147774194;0;4.25525;170.21;0.9
0;0.189774194;0;4.03925;161.57;1.01
0.32394;0.283612903;0;3.8235;152.94;1.37
0.49878;0.249322581;0;3.58975;143.59;1.5
0.6489;0.25016129;0;0;0;2.66
0.71427;0.245612903;0;0;0;3.61
0.715005;0.241548387;0;3.1785;127.14;4.19
0.66;0.243483871;0;3.239;129.56;4.72
0.5332725;0.215451613;0;3.29975;131.99;4.62
0.3599175;0.238096774;0;3.55825;142.33;4.15
0;0.198677419;0;0;0;3.34
0;0.249290323;0;0;0;2.88
0;0.282935484;0;4.26625;170.65;2.6
0;0.371483871;0;4.45975;178.39;2.44
0;0.403064516;0;4.65075;186.03;2.3
0;0.370258065;0;4.78775;191.51;2.1
0;0.298548387;0;4.92725;197.09;0.37
0;0.227032258;0;0;0;-0.38
0;0.160548387;0;0;0;-0.04
0;0.132032258;0;0;0;0.21
0;0.119580645;0;0;0;0.35
0;0.136290323;0;0;0;0.36
0;0.181258065;0;0;0;0.25
0;0.147677419;0;5.14975;205.99;0.21
0;0.159774194;0;4.997;199.88;0.28
0;0.216322581;0;4.84175;193.67;0.65
0.340155;0.246580645;0;4.68675;187.47;0.82
0.4971525;0.253741935;0;4.3405;173.62;1.34
0.645735;0.266258065;0;0;0;2.29
0.7073775;0.188903226;0;0;0;2.9
0.71313;0.235580645;0;3.4975;139.9;3.21
0.6596325;0.205645161;0;3.347;133.88;3.53
0.5330325;0.235032258;0;3.19425;127.77;4.12
0.36462;0.233354839;0;3.42125;136.85;3.94
0.0062325;0.222129032;0;0;0;3.27
0;0.227741935;0;0;0;2.2
0;0.301258065;0;4.15625;166.25;0.52
0;0.36316129;0;4.43725;177.49;1.24
0;0.289193548;0;4.716;188.64;0.34
0;0.370451613;0;4.65075;186.03;0.09
0;0.265193548;0;4.5855;183.42;-0.05
0;0.218387097;0;0;0;0.1
0;0.19183871;0;0;0;0.67
0;0.15383871;0;0;0;0.72
0;0.137451613;0;0;0;0.77
0;0.139870968;0;0;0;0.59
0;0.138322581;0;0;0;0.47
0;0.155258065;0;4.36975;174.79;0.4
0;0.121709677;0;4.19225;167.69;0.34
0;0.184709677;0;4.01225;160.49;-0.34
0.33828;0.276419355;0;3.8325;153.3;-0.38
0.5079225;0.236322581;0;3.637;145.48;1
0.6424875;0.311451613;0;0;0;1.25
0.676155;0.288483871;0;0;0;1.9
0.67707;0.270903226;0;3.2345;129.38;2.16
0.60504;0.303225806;0;3.2255;129.02;2.48
0.5313375;0.297806452;0;3.21675;128.67;2.66
0.343695;0.237967742;0;3.36725;134.69;2.37
0.001365;0.196483871;0;0;0;1.65
0;0.231741935;0;0;0;1.18
0;0.278258065;0;3.691;147.64;0.81
0;0.316354839;0;3.718;148.72;0.75
0;0.271032258;0;3.7425;149.7;0.56
0;0.338967742;0;3.73825;149.53;0.41
0;0.288967742;0;3.736;149.44;0.27
0;0.199967742;0;0;0;0.11
0;0.190354839;0;0;0;0.08
0;0.193032258;0;0;0;-0.05
0;0.139774194;0;0;0;-0.11
0;0.119193548;0;0;0;-0.19
0;0.119290323;0;0;0;-0.14
0;0.124258065;0;4.2125;168.5;-0.16
0;0.130419355;0;4.16075;166.43;-0.18
0;0.162612903;0;4.10675;164.27;-0.91
0.1794375;0.240258065;0;4.05275;162.11;-0.51
0.188085;0.290645161;0;3.9675;158.7;0.17
0.1160625;0.332516129;0;0;0;0.06
0.1340325;0.309354839;0;0;0;0.69
0.11697;0.430612903;0;3.73825;149.53;0.99
0.0954225;0.395096774;0;3.682;147.28;1.12
0.0744;0.297903226;0;3.6235;144.94;1.18
0.069045;0.260483871;0;3.93825;157.53;1.38
0.0020475;0.230612903;0;0;0;1.39
0;0.282870968;0;0;0;0.7
0;0.399193548;0;4.662;186.48;0.75
0;0.402419355;0;4.7565;190.26;1.22
0;0.384129032;0;4.8485;193.94;0.81
0;0.370516129;0;4.92275;196.91;0.34
0;0.230193548;0;4.99475;199.79;0.26
0;0.197419355;0;0;0;-0.06
0;0.151387097;0;0;0;-0.25
0;0.127322581;0;0;0;0.25
0;0.126322581;0;0;0;0.38
0;0.122064516;0;0;0;0.49
0;0.116806452;0;0;0;0.63
0;0.166129032;0;5.1925;207.7;0.51
0;0.150806452;0;4.997;199.88;0.45
0.0059475;0.242516129;0;4.80125;192.05;0.25
0.1327725;0.250193548;0;4.6035;184.14;0.78
0.174525;0.212451613;0;4.29325;171.73;2.04
0.211755;0.209677419;0;0;0;4.09
0.2506875;0.268483871;0;0;0;4.6
0.3594525;0.20883871;0;3.556;142.24;5.27
0.40902;0.325322581;0;3.43925;137.57;5.7
0.357855;0.242;0;3.32;132.8;5.57
0.267915;0.220096774;0;3.55825;142.33;5.33
0.0020475;0.206806452;0;0;0;3.13
0;0.211193548;0;0;0;2.6
0;0.341870968;0;4.27075;170.83;2.07
0;0.411741935;0;4.28875;171.55;1.54
0;0.324096774;0;4.30675;172.27;1.01
0;0.385419355;0;4.32475;172.99;0.48
0;0.258193548;0;4.34275;173.71;-0.05
0;0.192064516;0;0;0;-0.58
0;0.143645161;0;0;0;-1.11
0;0.127677419;0;0;0;-1.63
0;0.12083871;0;0;0;-2.16
0;0.109967742;0;0;0;-2.69
0;0.139709677;0;0;0;-3.22
0;0.176451613;0;4.46875;178.75;-3.75
0;0.151064516;0;4.48675;179.47;-4.28
0.0257025;0.195354839;0;4.50475;180.19;-4.81
0.320835;0.296677419;0;4.31125;172.45;-1.36
0.5084475;0.221870968;0;3.93375;157.35;3.19
0.63156;0.203096774;0;0;0;6.97
0.7107975;0.217483871;0;0;0;9.25
0.706485;0.197096774;0;3.156;126.24;10.16
0.539055;0.235612903;0;3.138;125.52;10.65
0.368145;0.182709677;0;3.12;124.8;10.89
0.2807925;0.269419355;0;3.338;133.52;10.47
0.0054675;0.221290323;0;0;0;9.46
0;0.236677419;0;0;0;8.33
0;0.28583871;0;3.89325;155.73;6.02
0;0.405419355;0;4.01;160.4;3.97
0;0.372548387;0;4.127;165.08;2.93
0;0.444419355;0;4.15625;166.25;3.49
0;0.278258065;0;4.1855;167.42;5.34
0;0.242548387;0;0;0;5.78
0;0.176870968;0;0;0;5.62
0;0.135548387;0;0;0;5.19
0;0.123774194;0;0;0;4.81
0;0.128580645;0;0;0;3.31
0;0.156354839;0;0;0;1.11
0;0.135032258;0;3.70225;148.09;-0.37
0;0.14516129;0;3.655;146.2;-1.27
0.001365;0.183774194;0;3.61;144.4;0.12
0.0129825;0.221387097;0;3.565;142.6;0.99
0.041685;0.217064516;0;3.42575;137.03;4.05
0.0485175;0.149322581;0;0;0;6.57
0.05877;0.167483871;0;0;0;7.62
0.063555;0.202;0;3.039;121.56;8.41
0.08952;0.24283871;0;2.93575;117.43;8.73
0.0546675;0.211774194;0;2.83225;113.29;8.85
0.077835;0.197806452;0;3.02325;120.93;8.57
0.00342;0.199129032;0;0;0;7.45
0;0.163483871;0;0;0;6.98
0;0.258193548;0;3.464;138.56;6.45
0;0.303451613;0;3.52225;140.89;5.52
0;0.382354839;0;3.58075;143.23;3.83
0;0.352258065;0;3.628;145.12;2.15
0;0.206483871;0;3.6775;147.1;0.86
0;0.202870968;0;0;0;-0.04
0;0.155064516;0;0;0;-0.7
0;0.122903226;0;0;0;-0.68
0;0.126903226;0;0;0;-0.88
0;0.131129032;0;0;0;-1.11
0;0.112096774;0;0;0;-1.37
0;0.142935484;0;3.64375;145.75;-1.43
0;0.160677419;0;3.56725;142.69;-1.62
0.0512925;0.216064516;0;3.49075;139.63;-0.88
0.3404025;0.232225806;0;3.4145;136.58;0.56
0.523545;0.198387097;0;3.30425;132.17;4.95
0.6424125;0.159645161;0;0;0;9.02
0.697815;0.160258065;0;0;0;10.91
0.6811575;0.204258065;0;3.1245;124.98;12.25
0.36357;0.222419355;0;3.16725;126.69;12.98
0.060135;0.186645161;0;3.20775;128.31;12.79
0.3366975;0.189193548;0;3.284;131.36;11.94
0.0830925;0.165483871;0;0;0;10.59
0;0.200483871;0;0;0;9.24
0;0.303935484;0;3.42575;137.03;7.35
0;0.346032258;0;3.41;136.4;8.13
0;0.335741935;0;3.3965;135.86;5
0;0.332967742;0;3.38525;135.41;2.99
0;0.262290323;0;3.37625;135.05;2.39
0;0.220967742;0;0;0;2.23
0;0.142516129;0;0;0;2.31
0;0.133580645;0;0;0;3.44
0;0.134387097;0;0;0;4.87
0;0.127516129;0;0;0;5.37
0;0.125258065;0;0;0;5.65
0;0.145225806;0;3.6685;146.74;5.56
0;0.171193548;0;3.592;143.68;5.43
0.035835;0.225709677;0;3.5155;140.62;4.7
0.31803;0.318;0;3.43925;137.57;4.69
0.497205;0.248612903;0;3.35375;134.15;5.45
0.535635;0.180806452;0;0;0;6.6
0.368235;0.21783871;0;0;0;7.56
0.5022375;0.211451613;0;3.18525;127.41;8.31
0.5612325;0.238064516;0;3.1875;127.5;9.1
0.1651575;0.258129032;0;3.18975;127.59;9.34
0.0621375;0.276064516;0;3.347;133.88;9.03
0.0218475;0.240483871;0;0;0;8.08
0;0.240193548;0;0;0;6.39
0;0.345741935;0;3.6505;146.02;6.32
0;0.499483871;0;3.637;145.48;5.95
0;0.372741935;0;3.62575;145.03;5.03
0;0.376935484;0;3.5965;143.86;3.28
0;0.261806452;0;3.5695;142.78;1.71
0;0.199225806;0;0;0;0.62
0;0.164483871;0;0;0;-0.21
0;0.144516129;0;0;0;-0.77
0;0.145193548;0;0;0;-0.78
0;0.144612903;0;0;0;-0.6
0;0.139451613;0;0;0;-0.72
0;0.160903226;0;3.765;150.6;-0.75
0;0.159903226;0;3.69325;147.73;-0.88
0.0161625;0.190580645;0;3.62125;144.85;-2.29
0.317325;0.221354839;0;3.54925;141.97;-0.38
0.385335;0.270483871;0;3.4885;139.54;4.02
0.2036625;0.274096774;0;0;0;6.72
0.6645375;0.248193548;0;0;0;7.93
0.7237575;0.302225806;0;3.40325;136.13;8.66
0.655305;0.332290323;0;3.44375;137.75;9.07
0.5320425;0.261903226;0;3.484;139.36;9.13
0.33651;0.251290323;0;3.51775;140.71;8.71
0.111345;0.209806452;0;0;0;7.7
0;0.264774194;0;0;0;6.2
0;0.297483871;0;3.72025;148.81;4.71
0;0.403225806;0;3.85725;154.29;4
0;0.371903226;0;3.99225;159.69;3.45
0;0.335967742;0;4.064;162.56;2.64
0;0.228387097;0;4.13825;165.53;1.7
0;0.229354839;0;0;0;1.1
0;0.199806452;0;0;0;1.06
0;0.206;0;0;0;1.61
0;0.149967742;0;0;0;2.41
0;0.128096774;0;0;0;2.71
0;0.125419355;0;0;0;3.04
0;0.127096774;0;4.635;185.4;2.97
0;0.130129032;0;4.507;180.28;2.67
0.0165975;0.195322581;0;4.37875;175.15;1.08
0.3597375;0.262290323;0;4.25075;170.03;2.67
0.4814025;0.250870968;0;3.60325;144.13;4.21
0.5541525;0.245387097;0;0;0;5.55
0.7238625;0.311451613;0;0;0;6.19
0.6372975;0.310064516;0;2.31525;92.61;6.54
0.6588675;0.297225806;0;2.322;92.88;7.19
0.5307675;0.271645161;0;2.32875;93.15;7.5
0.35922;0.244548387;0;2.5535;102.14;7.31
0.098325;0.217967742;0;0;0;6.78
0;0.303903226;0;0;0;5.86
0;0.353709677;0;3.111;124.44;5.26
0;0.348741935;0;3.2235;128.94;4.3
0;0.385322581;0;3.3335;133.34;4.16
0;0.315483871;0;3.4235;136.94;4
0;0.256290323;0;3.51325;140.53;3.61
0;0.180709677;0;0;0;3.46
0;0.162774194;0;0;0;3.53
0;0.134322581;0;0;0;3.51
0;0.130774194;0;0;0;3.65
0;0.144322581;0;0;0;3.48
0;0.123322581;0;0;0;3.43
0;0.139483871;0;3.66625;146.65;3.16
0;0.174806452;0;3.583;143.32;2.22
0.010935;0.196516129;0;3.502;140.08;3.19
0.03417;0.257645161;0;3.419;136.76;3.2
0.09369;0.237903226;0;3.4145;136.58;3.58
0.23742;0.210096774;0;0;0;3.91
0.7334925;0.235354839;0;0;0;4.75
0.73065;0.266322581;0;3.392;135.68;5.14
0.649905;0.223129032;0;3.38075;135.23;5.12
0.5335875;0.192193548;0;3.3695;134.78;5.04
0.3554775;0.161322581;0;3.4595;138.38;5.04
0.0102525;0.206645161;0;0;0;4.71
0;0.21916129;0;0;0;4.22
0;0.346709677;0;3.6595;146.38;4.06
0;0.363064516;0;3.682;147.28;4.21
0;0.375774194;0;3.7045;148.18;4.06
0;0.328935484;0;3.82575;153.03;4.1
0;0.228774194;0;3.9495;157.98;4.1
0;0.179806452;0;0;0;3.97
0;0.156709677;0;0;0;3.83
0;0.13583871;0;0;0;3.51
0;0.131935484;0;0;0;3.78
0;0.125225806;0;0;0;3.86
0;0.150580645;0;0;0;3.75
0;0.131903226;0;4.69125;187.65;3.61
0;0.151258065;0;4.345;173.8;3.55
0.0743025;0.205225806;0;3.999;159.96;2.68
0.3512775;0.240258065;0;3.65275;146.11;2.93
0.5321925;0.255967742;0;3.41675;136.67;3.44
0.650745;0.207645161;0;0;0;3.89
0.724545;0.19883871;0;0;0;3.98
0.4223325;0.165548387;0;3.0345;121.38;4.03
0.12846;0.201096774;0;3.12675;125.07;4.19
0.1425825;0.202032258;0;3.21675;128.67;4.26
0.1838925;0.201516129;0;3.27725;131.09;3.93
0.0343125;0.217258065;0;0;0;3.78
0;0.260225806;0;0;0;3.72
0;0.340645161;0;3.3425;133.7;3.67
0;0.343354839;0;3.284;131.36;3.25
0;0.310677419;0;3.22775;129.11;3.26
0;0.350354839;0;3.25475;130.19;3.32
0;0.268548387;0;3.28175;131.27;3.45
0;0.177419355;0;0;0;3.46
0;0.141548387;0;0;0;3.45
0;0.13983871;0;0;0;2.87
0;0.133;0;0;0;2.97
0;0.123709677;0;0;0;2.54
0;0.133451613;0;0;0;2.3
0;0.137032258;0;3.87975;155.19;1.06
0;0.158806452;0;3.756;150.24;0.07
0.1282725;0.183451613;0;3.63475;145.39;0.52
0.349905;0.285419355;0;3.51325;140.53;2.2
0.5301675;0.201419355;0;3.3245;132.98;4.65
0.647655;0.257193548;0;0;0;6.15
0.732495;0.205483871;0;0;0;7.33
0.717405;0.228225806;0;2.884;115.36;8.29
0.65067;0.212451613;0;2.8255;113.02;9
0.540135;0.242709677;0;2.767;110.68;8.97
0.357435;0.228;0;2.92675;117.07;8.82
0.136635;0.187516129;0;0;0;8.33
0;0.203870968;0;0;0;7.55
0;0.255741935;0;3.356;134.24;7.1
0;0.281225806;0;3.464;138.56;5.88
0;0.39783871;0;3.574;142.96;5.55
0;0.364193548;0;3.5425;141.7;5.25
0;0.278290323;0;3.511;140.44;4.8
0;0.201580645;0;0;0;3.67
0;0.169129032;0;0;0;3.34
0;0.16216129;0;0;0;3.89
0;0.133548387;0;0;0;4.27
0;0.119419355;0;0;0;4.39
0;0.120419355;0;0;0;4.35
0;0.149548387;0;3.61675;144.67;4.32
0;0.166580645;0;3.60775;144.31;4.19
0.091365;0.230129032;0;3.601;144.04;4.39
0.349785;0.270967742;0;3.59425;143.77;4.2
0.528885;0.173677419;0;3.52675;141.07;4.62
0.6437325;0.151870968;0;0;0;5.33
0.7295475;0.163903226;0;0;0;5.64
0.70176;0.267806452;0;3.484;139.36;6.12
0.61158;0.250258065;0;3.58075;143.23;6.28
0.4107825;0.233225806;0;3.6775;147.1;6.46
0.31506;0.181387097;0;3.80325;152.13;6.38
0.1664925;0.185645161;0;0;0;6.14
0;0.209;0;0;0;5.74
0;0.319741935;0;3.9945;159.78;5
0;0.316645161;0;3.93825;157.53;6.25
0;0.315774194;0;3.87975;155.19;6.24
0;0.367935484;0;3.79425;151.77;5.25
0;0.237580645;0;3.709;148.36;3.34
0;0.180290323;0;0;0;2
0;0.139612903;0;0;0;0.24
0;0.123096774;0;0;0;-0.48
0;0.116193548;0;0;0;-0.6
0;0.119580645;0;0;0;-0.97
0;0.122258065;0;0;0;-0.9
0;0.135290323;0;3.97425;158.97;-0.54
0;0.210193548;0;3.718;148.72;-0.13
0.00615;0.237709677;0;3.464;138.56;0.81
0.0211875;0.285322581;0;3.20775;128.31;1.87
0.0389475;0.205935484;0;2.96725;118.69;4.81
0.0485175;0.282516129;0;0;0;8.02
0.044415;0.201645161;0;0;0;10.41
0.0362175;0.226741935;0;2.387175;95.487;11.32
0.038265;0.309451613;0;2.288275;91.531;11.88
0.03075;0.29616129;0;2.187125;87.485;11.94
0.02802;0.231741935;0;2.405175;96.207;11.52
0.01572;0.217129032;0;0;0;10.81
0;0.206225806;0;0;0;8.55
0;0.293806452;0;3.09975;123.99;9
0;0.310677419;0;3.35825;134.33;9.5
0;0.321419355;0;3.619;144.76;8.47
0;0.315741935;0;3.682;147.28;6.74
0;0.268612903;0;3.747;149.88;5.63
0;0.175387097;0;0;0;4.73
0;0.163548387;0;0;0;3.51
0;0.132806452;0;0;0;3.25
0;0.122935484;0;0;0;4.5
0;0.123290323;0;0;0;5.52
0;0.115645161;0;0;0;5.59
0;0.132354839;0;3.83025;153.21;5.59
0;0.157354839;0;3.583;143.32;5.44
0.00957;0.198903226;0;3.33575;133.43;4.48
0.044415;0.225903226;0;3.0885;123.54;4.69
0.04305;0.264967742;0;2.85025;114.01;5.95
0.2140575;0.210580645;0;0;0;6.85
0.25173;0.203354839;0;0;0;7.45
0.1778025;0.32;0;2.187125;87.485;7.52
0.2003025;0.307064516;0;2.00505;80.202;7.24
0.2123775;0.268483871;0;1.820725;72.829;6.81
0.1367175;0.286129032;0;2.11295;84.518;6.23
0.0743475;0.209322581;0;0;0;5.9
0;0.256806452;0;0;0;5.36
0;0.239419355;0;2.911;116.44;5.05
0;0.361290323;0;3.12675;125.07;4.14
0;0.446645161;0;3.34025;133.61;3.39
0;0.331774194;0;3.3785;135.14;2.23
0;0.232903226;0;3.419;136.76;1.16
0;0.215419355;0;0;0;0.49
0;0.183870968;0;0;0;0.44
0;0.185129032;0;0;0;0.51
0;0.148645161;0;0;0;0.19
0;0.127935484;0;0;0;-0.12
0;0.126290323;0;0;0;-0.17
0;0.122806452;0;3.9045;156.18;-0.02
0;0.150032258;0;3.60325;144.13;0.14
0.0406875;0.152967742;0;3.30425;132.17;0.23
0.1177725;0.239322581;0;3.003;120.12;3.07
0.2076825;0.345709677;0;2.89525;115.81;7.9
0.2197275;0.278387097;0;0;0;10.9
0.2410275;0.309709677;0;0;0;12.17
0.2874075;0.276677419;0;2.612;104.48;12.85
0.2724825;0.286548387;0;2.54675;101.87;13.1
0.2250675;0.241806452;0;2.4816;99.264;12.99
0.1609575;0.164709677;0;2.6615;106.46;12.58
0.073935;0.216774194;0;0;0;10.92
0;0.291322581;0;0;0;10.45
0;0.382290323;0;3.09075;123.63;9.02
0;0.474548387;0;3.16275;126.51;9.13
0;0.419774194;0;3.2345;129.38;7.15
0;0.364129032;0;3.338;133.52;5
0;0.227967742;0;3.44375;137.75;3.1
0;0.227774194;0;0;0;2.09
0;0.172064516;0;0;0;0.66
0;0.153741935;0;0;0;-0.13
0;0.123064516;0;0;0;-0.34
0;0.122741935;0;0;0;-0.49
0;0.115548387;0;0;0;-0.95
0;0.15116129;0;4.08425;163.37;-1.3
0;0.177032258;0;3.83475;153.39;-1.51
0.057225;0.173645161;0;3.5875;143.5;1.85
0.1735725;0.208774194;0;3.338;133.52;3.57
0.2633775;0.178096774;0;2.98725;119.49;4.91
0.30849;0.203612903;0;0;0;7.69
0.3376875;0.185451613;0;0;0;8.74
0.2886225;0.265322581;0;2.10395;84.158;9.37
0.2453625;0.325258065;0;1.91965;76.786;9.34
0.1120575;0.243290323;0;1.735325;69.413;9.46
0.050565;0.259193548;0;2.038775;81.551;9.26
0.01845;0.252064516;0;0;0;8.55
0;0.262419355;0;0;0;7.74
0;0.302645161;0;2.76475;110.59;7.06
0;0.370612903;0;2.884;115.36;5.52
0;0.316709677;0;3.00525;120.21;4.86
0;0.362225806;0;3.05025;122.01;4.07
0;0.260741935;0;3.09525;123.81;2.77
0;0.202677419;0;0;0;2.35
0;0.164096774;0;0;0;2.87
0;0.138935484;0;0;0;3.82
0;0.131580645;0;0;0;4.18
0;0.135322581;0;0;0;3.31
0;0.136032258;0;0;0;2.66
0;0.142419355;0;3.5155;140.62;2.24
0;0.14683871;0;3.43925;137.57;1.77
0.140505;0.243387097;0;3.365;134.6;1.42
0.173325;0.270483871;0;3.29075;131.63;3.19
0.1401075;0.216290323;0;3.0885;123.54;8.07
0.1830675;0.199419355;0;0;0;11.16
0.3401475;0.233612903;0;0;0;12.93
0.3529275;0.245741935;0;2.594;103.76;14.15
0.320685;0.310290323;0;2.504;100.16;14.62
0.379155;0.260322581;0;2.41415;96.566;14.67
0.331125;0.248516129;0;2.567;102.68;14.27
0.1729275;0.225774194;0;0;0;13.14
0;0.200548387;0;0;0;11.44
0;0.238806452;0;2.812;112.48;11.2
0;0.309193548;0;2.75125;110.05;11.89
0;0.407580645;0;2.693;107.72;8.98
0;0.296774194;0;2.6705;106.82;5.31
0;0.231290323;0;2.648;105.92;2.42
0;0.221;0;0;0;1.23
0;0.148225806;0;0;0;0.43
0;0.135064516;0;0;0;-0.33
0;0.135129032;0;0;0;-0.6
0;0.176129032;0;0;0;-0.81
0;0.132032258;0;0;0;-1.17
0;0.134645161;0;3.284;131.36;-1.33
0;0.196967742;0;3.16275;126.51;-1.37
0.10212;0.207096774;0;3.04125;121.65;-0.85
0.323655;0.208903226;0;2.92;116.8;1.93
0.5056425;0.177677419;0;2.76925;110.77;7.73
0.6074625;0.152354839;0;0;0;10.92
0.7097775;0.185451613;0;0;0;11.77
0.7385175;0.195258065;0;2.389425;95.577;12.23
0.676515;0.196612903;0;2.308525;92.341;12.43
0.56076;0.206548387;0;2.2276;89.104;12.31
0.380235;0.18083871;0;2.450125;98.005;11.83
0.156255;0.207870968;0;0;0;10.82
0;0.244354839;0;0;0;9.13
0;0.290774194;0;2.93125;117.25;7.84
0;0.353258065;0;2.96725;118.69;6.55
0;0.313516129;0;3.003;120.12;6.2
0;0.305096774;0;3.021;120.84;6.12
0;0.268806452;0;3.039;121.56;6.31
0;0.254225806;0;0;0;6.19
0;0.164225806;0;0;0;6.13
0;0.133290323;0;0;0;6.04
0;0.128064516;0;0;0;6.06
0;0.139064516;0;0;0;6.07
0;0.130064516;0;0;0;5.98
0;0.128354839;0;3.329;133.16;5.92
0;0.194806452;0;3.2235;128.94;5.73
0.153735;0.218096774;0;3.11775;124.71;5.75
0.1991175;0.252419355;0;3.012;120.48;5.95
0.1831125;0.179;0;2.70425;108.17;6.09
0.12183;0.212967742;0;0;0;6.23
0.3143475;0.164387097;0;0;0;6.18
0.409725;0.223096774;0;1.978075;79.123;6.31
0.260025;0.205290323;0;1.8702;74.808;6.24
0.191685;0.156258065;0;1.76005;70.402;6.44
0.094845;0.192677419;0;1.996075;79.843;6.42
0.0344925;0.178870968;0;0;0;6.22
0;0.231741935;0;0;0;5.88
0;0.289193548;0;2.648;105.92;5.58
0;0.28583871;0;2.8255;113.02;6.04
0;0.422;0;3.003;120.12;6.07
0;0.375129032;0;3.13125;125.25;5.54
0;0.245225806;0;3.2615;130.46;5.04
0;0.197451613;0;0;0;4.76
0;0.138193548;0;0;0;4.67
0;0.121870968;0;0;0;4.29
0;0.122225806;0;0;0;4.13
0;0.120129032;0;0;0;4.08
0;0.155032258;0;0;0;3.98
0;0.142612903;0;3.9;156;3.84
0;0.173709677;0;3.54025;141.61;3.44
0.03129;0.243193548;0;3.18075;127.23;3.49
0.35949;0.25983871;0;2.821;112.84;3.73
0.5511375;0.244677419;0;2.58725;103.49;4.62
0.68517;0.221870968;0;0;0;5.15
0.709605;0.222451613;0;0;0;5.48
0.77928;0.230354839;0;2.15565;86.226;5.55
0.7051425;0.271354839;0;2.196125;87.845;5.73
0.585855;0.319096774;0;2.236575;89.463;5.55
0.401655;0.239516129;0;2.50175;100.07;5.44
0.1754475;0.282483871;0;0;0;5.19
0;0.276483871;0;0;0;4.54
0;0.31416129;0;3.10425;124.17;4.03
0;0.370387097;0;3.174;126.96;3.87
0;0.327870968;0;3.24575;129.83;4.23
0;0.326064516;0;3.18975;127.59;4.16
0;0.203258065;0;3.1335;125.34;4.05
0;0.176870968;0;0;0;4.18
0;0.182096774;0;0;0;4.29
0;0.136548387;0;0;0;3.92
0;0.127064516;0;0;0;3.75
0;0.123032258;0;0;0;3.33
0;0.113064516;0;0;0;2.72
0;0.142612903;0;3.17625;127.05;1.62
0;0.171064516;0;3.05925;122.37;0.56
0.13641;0.241096774;0;2.94475;117.79;-0.68
0.3815325;0.248354839;0;2.82775;113.11;2.55
0.5684775;0.23683871;0;2.6705;106.82;5.42
0.6923325;0.245580645;0;0;0;6.91
0.78891;0.242290323;0;0;0;8.18
0.7816125;0.390580645;0;2.2748;90.992;8.95
0.67344;0.30616129;0;2.198375;87.935;9.59
0.58767;0.382806452;0;2.1197;84.788;9.86
0.401115;0.276548387;0;2.43665;97.466;9.56
0.1782375;0.257419355;0;0;0;9
0;0.278290323;0;0;0;7.71
0;0.314677419;0;3.1965;127.86;6.86
0;0.304806452;0;3.32;132.8;6.42
0;0.401419355;0;3.44375;137.75;5.87
0;0.315387097;0;3.4975;139.9;5.47
0;0.205483871;0;3.5515;142.06;4.59
0;0.191806452;0;0;0;2.95
0;0.200322581;0;0;0;1.76
0;0.189225806;0;0;0;1
0;0.152387097;0;0;0;0.55
0;0.120645161;0;0;0;0.34
0;0.117548387;0;0;0;-0.32
0;0.117806452;0;3.747;149.88;0.07
0;0.127516129;0;3.41225;136.49;-0.02
0.1412325;0.147774194;0;3.07725;123.09;-1.18
0.38517;0.316483871;0;2.74225;109.69;1.95
0.506655;0.228516129;0;2.407425;96.297;6.46
0.08337;0.202709677;0;0;0;8.25
0.1333725;0.246096774;0;0;0;9.44
0.109335;0.312741935;0;1.7151;68.604;10.34
0.084735;0.26283871;0;1.6926;67.704;10.82
0.0615;0.210580645;0;1.670125;66.805;11.02
0.062865;0.225387097;0;1.933125;77.325;10.88
0.048;0.339387097;0;0;0;10.28
0;0.296354839;0;0;0;8.6
0;0.370258065;0;2.68625;107.45;8.68
0;0.469387097;0;2.911;116.44;8.3
0;0.363129032;0;3.13575;125.43;5.31
0;0.35983871;0;3.23675;129.47;2.36
0;0.32316129;0;3.338;133.52;0.92
0;0.190387097;0;0;0;-0.06
0;0.15283871;0;0;0;-0.55
0;0.148419355;0;0;0;-0.62
0;0.124580645;0;0;0;-0.78
0;0.124516129;0;0;0;-1.23
0;0.124516129;0;0;0;-1.29
0;0.155645161;0;3.37175;134.87;-1.68
0;0.140870968;0;3.16275;126.51;-1.87
0.0102525;0.178741935;0;2.956;118.24;-1.14
0.0327975;0.258193548;0;2.74675;109.87;2.94
0.047835;0.202129032;0;2.58725;103.49;7.81
0.056715;0.167677419;0;0;0;9.67
0.0519375;0.197709677;0;0;0;10.78
0.0471525;0.301870968;0;2.2231;88.924;11.35
0.05535;0.282774194;0;2.17815;87.126;11.68
0.0533025;0.181870968;0;2.133175;85.327;11.69
0.0533025;0.208903226;0;2.396175;95.847;11.3
0.0827625;0.218129032;0;0;0;10.7
0;0.170064516;0;0;0;10.28
0;0.255709677;0;2.99175;119.67;9.77
0;0.381741935;0;3.05925;122.37;9.04
0;0.359451613;0;3.129;125.16;8.51
0;0.325677419;0;3.192;127.68;7.05
0;0.216774194;0;3.25475;130.19;6.84
